Neighbourhood Name,NeighbourhoodNumber,Number,income2019,Population,Distress Calls,DCoverPopulation,PopPe,ARHr2022,CrimeRate,Common Language,NonIm,Im,1atotalPop,1a0to4,1a5to9,1a10to14,1a15to19,1a20to24,1a25to29,1a30to34,1a35to39,1a40to44,1a45to49,1a50to54,1a55to59,1a60to64,1a65to69,1a70to74,1a75to79,1a80to84,1a85to89,1a90to94,1a95to99,1a100to,2averageAge,2averageAgeM,4avgIncome,4tax,4market,4employment,4gov,4ei,4covid,4avgIncomeM,4taxM,4marketM,4employmentM,4govM,4eiM,4covidM,8owner,8renter,11a,11aM,12a,12aM,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,OVERDOSE_2014,OVERDOSE_2015,OVERDOSE_2016,OVERDOSE_2017,OVERDOSE_2018,OVERDOSE_2019,OVERDOSE_2020,OVERDOSE_2021,OVERDOSE_2022,OVERDOSE_2023,SUICIDE_2014,SUICIDE_2015,SUICIDE_2016,SUICIDE_2017,SUICIDE_2018,SUICIDE_2019,SUICIDE_2020,SUICIDE_2021,SUICIDE_2022,SUICIDE_2023,CRISIS_2014,CRISIS_2015,CRISIS_2016,CRISIS_2017,CRISIS_2018,CRISIS_2019,CRISIS_2020,CRISIS_2021,CRISIS_2022,CRISIS_2023,POPULATION_2014,POPULATION_2015,POPULATION_2016,POPULATION_2017,POPULATION_2018,POPULATION_2019,POPULATION_2020,POPULATION_2021,POPULATION_2022,POPULATION_2023
Rosedale-Moore Park,098,98,66500,20080,2869,0.142878486,1.070363497,1036.109519,2.310867724,Mandarin,0.683266932,0.316982072,20075,635,825,930,980,1050,1045,1175,1230,1035,1200,1315,1575,1485,1440,1490,1220,755,425,185,70,10,47.3,50,193400,120700,195600,188400,8820,6540,9200,67500,56800,64000,58000,6200,5520,8000,0.576202532,0.423797468,2656000,2000000,2164,1920,306.7485,501.111,514.6851,506.435,597.8732,579.8013,664.9114,668.2407,947.93,1175.552002,47.19207,122.914,56.66257,18.58477,141.4814,152.8159,232.0496,325.2105,325.2105,620.3096924,226.5219,316.7399,236.0941,246.2482,301.2186,310.1263,325.762,231.6568,231.6568,195.2023621,467.2015,127.6415,283.3129,334.5258,282.9629,453.953,441.7868,285.1161,299.8104,438.1208496,0,0,0,0,4.563918,0,0,4.454938,0,4.337830067,70.78811,89.71574,144.032,114.0979,98.88085,98.17484,124.7383,88.17953,94.54924,104.1079254,0,4.727462,4.721881,0,0,0,4.462493,4.454938,4.408977,4.337830067,415.2902,198.5534,188.8752,246.2482,319.4742,283.1588,227.5871,151.4679,387.99,199.5401917,33.03445,42.54716,42.49693,46.46193,50.20309,62.92418,44.62493,35.63951,57.3167,99.77009583,70.78810941,108.7316238,61.38445653,78.98527008,155.1732047,125.8483508,160.6497357,316.3006087,304.219393,299.3102883,434.167071,349.8321809,448.5787208,394.9263504,561.3618877,458.4475637,401.6243394,320.7555469,524.6682285,707.0663333,462.4823148,520.0208095,528.8507024,696.9288537,725.662928,674.1875937,954.9734291,846.4382488,1005.24669,1093.133227,21190,21153,21178,21523,21911,22249,22409,22447,22681,23053
Mount Pleasant East,099,99,58400,16370,769,0.046976176,1.049570034,317.8320509,1.57102733,Spanish,0.690592547,0.309407453,16370,845,950,985,920,840,860,1025,1255,1265,1220,1270,1150,1000,895,745,590,270,160,85,40,0,41.2,42,101000,72800,100900,104100,8610,6880,9940,58400,50400,58800,60000,5000,5480,10000,0.550906555,0.449093445,1632000,1510000,1706,1510,169.7197,186.3282,109.7568,245.7705,214.4591,324.2941,240.0625,263.3791,295.528,425.790741,40.96682,23.29102,46.21339,57.15592,84.65489,95.05172,106.0741,212.9448,212.9448,315.1957397,46.81922,221.2647,115.5335,62.87151,135.4478,106.2343,200.9826,128.8876,128.8876,71.88674927,175.5721,98.98684,86.65011,120.0274,203.1717,279.5639,206.5654,184.9258,156.128,110.5950012,0,0,0,0,0,0,0,0,0,0,5.852402,17.33002,45.72474,50.79293,72.68661,83.74274,50.4343,22.304,34.93653,44.23799896,0,0,0,0,0,5.591278,0,0,5.576001,0,146.3101,139.7461,86.65011,171.4678,180.5971,307.5203,295.891,145.6991,139.4,127.1842499,11.7048,17.46827,5.776674,22.86237,50.79293,16.77383,22.3314,16.81143,33.45601,27.64875031,23.40960903,17.46826601,5.776673968,40.00914498,45.14927594,39.13894285,44.6627953,39.22667289,0,33.1784993,99.4908384,163.0371495,167.5235451,234.3392777,191.8844227,201.2859918,245.6453741,257.775279,189.5840217,204.6007457,234.0960903,163.0371495,248.3969806,297.2107913,174.9534443,195.6947143,290.3081694,297.0019519,273.2240312,210.1304956,17087,17174,17311,17496,17719,17885,17912,17845,17934,18084
Yonge-Eglinton,100,100,52000,12410,1470,0.118452861,1.140465681,946.2782207,1.698694629,Spanish,0.646513503,0.353889561,12405,495,595,630,645,600,1055,1340,1110,920,865,850,765,590,585,595,365,200,120,65,15,0,40.6,38.8,97900,70100,96600,93700,8480,6540,9870,55200,48000,53200,53200,4960,5720,10000,0.371666667,0.628333333,1878000,1800000,1828,1640,450.3739,517.8751,540.5848,529.2703,462.3462,683.8264,691.7522,483.7125,909.0232,756.7489014,50.98573,75.17541,24.57204,16.03849,86.20014,92.20131,129.2284,211.6242,211.6242,291.057251,93.47382,158.7036,180.1949,168.4042,109.7093,122.9351,288.8636,105.8121,105.8121,116.422905,305.9143,200.4678,155.6229,192.4619,195.9094,315.0211,258.4568,234.2982,245.8833,240.1222382,0,8,0,0,0,7.683442,0,0,7.45101,0,127.4643,98.28815,96.23096,219.4185,92.20131,68.41505,30.23203,29.80404,83.52823,87.31717682,0,0,0,0,0,7.683442,0,0,7.45101,14.55286312,212.4405,91.88106,65.52543,192.4619,172.4003,338.0714,319.2702,166.2762,186.2752,130.975769,42.4881,41.76411,16.38136,32.07698,39.18188,69.15098,53.21171,15.11602,37.25505,109.1464767,16.99524156,91.88105921,32.76271751,112.2694454,86.20014307,61.46754015,152.03345,158.7181621,89.41211533,130.9757714,220.9381403,300.7016483,352.1992132,288.6928597,305.6186891,391.8555685,357.2786074,438.3644476,417.2565382,414.7566094,399.3881767,542.9335317,630.6823121,505.2125044,744.455781,845.1786771,912.2006997,793.5908103,722.7479322,633.0495617,11768,11972,12209,12470,12761,13015,13155,13231,13421,13743
Forest Hill South,101,101,59600,10860,632,0.058195212,1.081450215,275.8505392,1.251119888,Mandarin,0.691528545,0.30893186,10865,335,455,580,640,660,740,720,620,570,690,750,705,720,785,655,540,310,225,130,35,0,45,46,157600,102000,157400,130000,8910,5860,9220,61600,52000,57600,51600,6280,5360,8000,0.486699507,0.513300493,3456000,3000000,1930,1640,216.959,145.839,109.87,242.653,114.0751,241.2337,221.5028,152.5424,275.8505,353.6184082,45.19978,118.4942,82.40249,107.8458,228.1502,172.3098,323.7349,627.1187,627.1187,773.0263062,81.35961,100.2643,82.40249,71.89719,140.4001,68.92393,195.9448,177.9661,177.9661,90.46052551,433.9179,164.0689,247.2075,593.1518,368.5504,301.5422,281.1382,211.8644,217.3368,616.7763062,0,0,0,0,0,0,0,0,0,0,36.15983,18.31166,44.93574,70.20007,155.0788,42.59669,16.94915,,9.11494,8.223684311,0,0,0,8.987148,0,0,0,0,0,8.223684311,235.0389,100.2643,146.4933,170.7558,219.3752,258.4647,400.4089,228.8136,217.3368,123.3552628,45.19978,45.5747,45.77916,71.89719,17.55002,34.46196,51.11603,25.42373,83.59107,24.67105293,9.039956413,45.57469844,54.93499375,44.93574072,70.20006855,8.615490504,25.55801626,8.474576317,33.43642726,74.0131552,189.8390847,309.9079494,247.2074719,260.6272962,263.2502571,224.0027531,204.4641301,169.4915263,267.4914181,189.14473,235.0388667,319.0228891,347.9216271,332.5244813,377.3253685,258.4647151,255.5801626,381.3559343,367.8006999,238.4868334,11062,10971,10922,11127,11396,11607,11738,11800,11963,12160
Forest Hill North,102,102,43600,12290,877,0.071358828,1.015805675,394.686907,1.606845262,"Tagalog (Pilipino, Filipino)",0.552663684,0.446929646,12290,590,610,695,725,680,725,755,880,875,865,880,810,895,755,650,370,270,135,80,25,20,42.3,42.4,89700,66600,88200,82200,10030,7060,9670,44400,40000,40400,39600,8400,6040,10000,0.34952381,0.65047619,2136000,2100000,1608,1500,185.0424,215.6833,214.9547,289.9435,249.6218,301.0235,301.5909,303.7898,341.556,478.287262,92.5212,100.1387,61.41563,83.93102,158.8502,203.1908,309.1307,265.816,265.816,402.3686523,131.0717,315.8219,99.8004,68.67084,52.95008,150.5117,180.9545,37.97372,37.97372,22.77558517,292.9838,277.307,145.8621,350.9843,317.7004,285.9723,339.2898,91.13693,106.2619,349.2256165,0,0,0,0,0,0,0,0,0,0,38.5505,61.41563,61.04074,121.0287,142.9862,120.6364,15.18949,53.13093,38.51487,68.32675171,0,0,0,0,7.564297,7.525587,0,7.594744,0,0,269.8535,123.2476,99.8004,297.5736,242.0575,240.8188,429.767,288.6003,265.6547,265.7151489,23.1303,30.81189,15.35391,22.89028,0,22.57676,52.7784,15.18949,45.5408,22.77558517,7.710100175,23.10892051,61.41563197,61.04074579,60.51437101,22.5767601,30.15908813,83.54218521,68.31119384,60.73489041,292.9838067,215.6832581,191.9238499,213.6426103,234.4931876,263.3955345,233.732933,243.0318115,265.6546427,242.9395617,185.0424042,285.0100196,276.3703439,305.2037289,363.086226,398.8560951,444.8465499,349.3582291,493.3586222,1116.003611,12970,12982,13026,13106,13220,13288,13263,13167,13175,13172
Lawrence Park South,103,103,70000,14960,656,0.043850267,1.046138263,235.621073,1.811693481,Mandarin,0.737967914,0.262032086,14975,550,805,1090,1220,995,745,795,770,910,1120,1200,1210,950,845,675,465,325,175,115,15,0,41.4,42.8,177400,111900,179800,174600,7770,8560,8680,67500,56800,65500,58800,4160,5760,8000,0.684528954,0.315471046,2490000,2200000,2064,1800,94.8047,196.713,120.7346,138.1216,86.43576,146.4754,164.1737,212.9342,187.2885,196.686142,94.8047,177.6763,127.089,100.452,185.2195,164.7849,182.4152,377.1978,377.1978,715.22229,37.92188,69.80138,76.25342,113.0085,98.78372,67.13457,194.5762,103.4252,103.4252,35.76111603,429.7813,298.2423,279.5959,301.3561,222.2634,347.8792,352.6693,158.1797,211.4548,345.6907959,0,0,0,0,0,0,0,0,0,0,12.64063,12.7089,31.39126,30.86992,91.54715,72.96607,42.58685,48.33253,38.07348,41.72130203,0,0,0,0,0,0,0,0,6.041566,0,303.3751,126.9116,158.8613,207.1823,166.6975,329.5697,304.0253,164.2635,289.9952,131.1240845,31.60157,19.03674,6.354451,12.5565,12.34797,48.82515,72.96607,12.16767,30.20783,35.76111603,6.320313517,12.69116014,50.83560985,50.22601873,30.86991446,24.41257222,18.24151781,42.58684692,42.29096107,41.72130285,37.9218811,63.45580071,158.8612808,175.7910655,148.1755894,244.1257222,182.4151781,237.2695757,217.4963712,196.686142,126.4062703,114.2204413,146.1523783,226.0170843,216.0894013,158.6817194,255.3812494,249.4372462,253.7457664,143.0444669,15822,15759,15737,15928,16197,16385,16446,16437,16552,16778
Lawrence Park North,105,105,69500,14675,596,0.040613288,1.025981058,245.4780362,1.207070679,Mandarin,0.732197615,0.267802385,14670,755,1015,1195,1035,780,540,710,830,1105,1265,1345,1040,870,690,610,365,270,155,80,15,0,39.8,42,130200,89700,130000,129800,7540,7680,8370,68000,57600,65500,74000,3020,5840,7500,0.751831502,0.248168498,1902000,1800000,2066,1660,172.3224,166.2676,146.3837,224.3336,136.7099,238.8484,277.5447,246.4652,206.7184,205.3783417,152.439,146.3155,93.15324,178.1473,253.8897,116.1965,148.4541,291.8666,291.8666,519.8639526,53.02227,66.50705,93.15324,131.9609,78.11991,148.4733,109.727,123.2326,123.2326,38.50843811,231.9724,232.7747,179.6527,191.3434,84.62991,148.4733,122.636,129.7185,187.3385,211.7964172,6.627783669,0,0,0,0,0,0,0,0,0,,26.61521,39.58828,13.01999,32.27681,77.45433,51.88741,38.75969,39.90423,38.50843811,6.627784,0,0,0,0,0,0,0,0,0,417.5504,232.7747,146.3837,250.7258,253.8897,361.5002,296.9083,175.12,406.9767,211.7964172,26.51114,33.25352,19.96141,39.58828,26.03997,25.82145,6.454528,6.485926,19.37984,44.92651367,46.39448488,39.90422974,33.26901175,46.18633001,32.54996526,12.91072206,12.9090562,25.94370149,25.83979416,64.18073178,165.6945888,79.80845947,139.7298494,178.1472729,182.2798055,167.8393868,174.2722587,207.549612,155.038765,205.3783417,152.4390217,152.966214,172.9988611,171.5492257,156.2398333,154.9286648,432.4533827,265.9229403,316.5374785,314.4855857,15088,15036,15029,15156,15361,15491,15493,15418,15480,15581
Humewood-Cedarvale,106,106,42000,13845,1311,0.094691224,1.051779449,304.049683,0.964395233,"Tagalog (Pilipino, Filipino)",0.642470206,0.357529794,13860,655,705,775,640,705,1135,1310,1185,1035,1005,910,815,805,775,575,340,275,140,65,10,0,40.5,39.2,81100,59750,80000,77600,9640,6740,9910,45200,40400,42400,42800,6950,5720,10000,0.367008682,0.632991318,1848000,1740000,1462,1340,251.7521,333.8329,360.4706,275.3526,310.8877,294.0408,273.1707,319.1974,271.704,345.7106323,74.84521,47.69042,115.6227,147.7502,138.9073,104.5478,169.1057,221.4839,221.4839,339.3085938,183.711,347.4588,122.424,87.30692,125.678,84.94511,188.6179,104.2277,104.2277,89.62867737,210.9274,265.7038,183.636,261.9207,224.8975,182.9587,318.6992,123.7704,207.0125,243.2778473,0,7,0,7,0,0,0,0,0,0,54.43288,47.60933,53.72733,26.45853,71.87663,39.02439,19.5427,32.34571,74.94209,6.402048588,0,0,0,6.715917,0,0,0,0,6.469142,0,557.937,401.9621,272.0533,228.3412,403.4925,313.6435,403.252,254.0551,530.4697,166.4532623,20.41233,20.43875,34.00666,33.57958,46.30242,19.60272,39.02439,13.02847,12.93828,19.20614624,54.43287782,88.56792466,54.41066296,67.15917076,85.99021359,91.47935113,91.05691527,97.7135047,77.62970843,102.4327799,238.1438404,265.703774,292.4573134,288.7844343,390.2632771,320.177729,292.6829419,371.3113179,401.0868269,326.5044861,435.4630225,395.1492023,646.1266226,409.6709416,476.2534907,411.6570801,409.7561187,612.3379628,601.6302403,358.5147298,14697,14678,14703,14890,15118,15304,15375,15351,15458,15620
Oakwood Village,107,107,35200,20710,1804,0.087107677,1.021400773,854.278135,1.304970322,Portuguese,0.521728634,0.477788508,20710,1100,1035,945,970,1100,1395,1790,1730,1490,1390,1405,1440,1265,1060,890,695,520,315,140,35,0,41.9,40.8,52350,43760,49080,52550,11240,6770,9860,37600,34400,33200,38400,9800,5640,10000,0.504342791,0.495657209,1104000,1000000,1328,1210,541.9059,668.1104,677.2633,562.3629,628.135,735.2941,564.7945,464.2149,741.8731,499.9107361,91.84845,55.2919,119.7881,64.00878,140.0877,179.34,107.5799,135.2082,135.2082,258.8823547,82.6636,101.3685,78.32297,64.00878,31.6327,53.80201,58.27245,49.57635,49.57635,44.6348877,114.8106,133.6221,105.9664,187.4543,85.86018,219.6915,143.4399,162.2499,170.8556,160.6855927,9.184845006,0,0,0,0,8.967001,8.964992,0,0,0,179.1045,161.2532,118.8734,90.37914,201.7575,112.0624,63.09717,112.405,92.15316,58.02535248,4.592422,13.82297,50.67957,9.144112,49.70853,58.28551,31.37747,13.52082,22.481,8.926977158,123.9954,188.914,119.7881,283.4674,158.1635,224.175,219.6423,261.4026,121.3974,200.8569946,9.184845,13.82297,9.214467,22.86028,9.037914,8.967001,13.44749,36.05553,22.481,13.39046574,55.10907293,55.29189622,36.85786698,86.86905875,31.63269834,67.25251174,94.13241577,135.2082247,94.42021179,53.56186458,206.6590235,239.5982169,230.3616686,352.0482907,262.0995005,224.1750391,282.3972473,338.0205617,305.7416382,312.4442101,486.7968109,539.0959881,354.7569697,635.5157456,388.6302938,363.1635634,623.0669425,509.284313,530.5516663,499.9107361,21775,21703,21705,21872,22129,22304,22309,22188,22241,22404
Briar Hill-Belgravia,108,108,34400,14575,1388,0.095231561,1.021466768,709.3609122,1.294058818,"Tagalog (Pilipino, Filipino)",0.390051458,0.609948542,14570,715,650,545,630,855,1105,1285,1150,1085,965,1080,1135,985,735,675,340,320,155,135,25,0,42.1,41.2,47240,40400,43080,45800,10910,6510,10000,37200,34400,32800,36800,9000,5480,10000,0.47979798,0.52020202,851000,810000,1420,1400,446.9425,537.6344,436.6514,453.254,520.8333,490.0662,496.1958,432.4396,603.2883,587.6138916,94.80598,95.27699,102.3402,67.64984,240.3846,125.8278,244.7899,186.2817,186.2817,244.2889252,135.4371,61.24949,47.75875,47.35489,80.1282,19.86755,86.00728,6.652917,6.652917,33.0120163,291.1898,197.3595,211.503,209.7145,220.3526,324.5033,304.3334,259.4638,172.3681,250.8913269,0,0,0,7,0,0,0,6.652917,6.629541,0,108.3497,143.2762,148.8297,153.5791,178.808,52.92756,93.14084,99.44312,81.66599,145.2528687,0,0,13.64536,27.05994,0,26.49007,6.615944,0,39.77725,6.602403164,196.3838,238.1925,211.503,216.4795,213.6752,231.7881,436.6523,385.8692,192.2567,349.9273682,60.9467,13.611,27.29071,27.05994,26.7094,39.7351,52.92756,19.95875,46.40679,52.81922531,40.63113681,61.24948854,34.11339283,54.11987669,26.70940067,79.47019834,79.39133301,79.83500976,112.7022041,33.01201638,250.558677,163.3319694,191.0349998,426.194029,260.4166565,344.3708595,291.1015544,226.1991943,291.6998224,303.7105507,460.4862172,544.4398981,634.5091066,757.6782737,761.217919,754.9668842,747.6017192,592.1096557,490.5860649,600.8186982,14767,14694,14657,14782,14976,15100,15115,15031,15084,15146
Caledonia-Fairbank,109,109,33200,10015,899,0.089765352,1.023704981,619.4015628,0.911841229,Portuguese,0.444832751,0.5556665,10005,515,455,465,470,625,720,855,795,750,700,725,735,690,525,345,240,190,115,70,20,0,41.2,40.4,46520,39800,43200,46440,10720,6330,9420,37200,34400,32000,37600,8500,5120,9000,0.629380054,0.370619946,964000,950000,1390,1280,556.0433,596.402,625.3053,669.1882,593.8698,712.9277,484.6527,621.4149,581.2845,595.4068604,107.3066,39.10833,107.4743,67.88866,105.364,85.55133,95.02994,86.04207,86.04207,311.8797913,29.26544,9.777082,48.85198,29.09514,28.73563,0,38.01197,28.68069,28.68069,85.05812073,273.1441,185.7646,127.0151,96.9838,86.20689,85.55133,95.02994,95.60229,57.17553,132.3126373,0,0,0,0,0,0,0,0,0,9.450902939,136.572,146.5559,87.28542,86.20689,152.0912,66.52095,28.68069,38.11702,87.99374,37.80361176,0,9.777082,0,9.69838,19.15709,0,19.00599,19.12046,0,18.90180588,165.8375,107.5479,117.2448,203.666,201.1494,209.1255,180.5569,191.2046,161.9973,94.50902557,48.77573,9.777082,9.770395,9.69838,9.578544,19.01141,19.00599,47.80115,19.05851,18.90180588,48.77573114,87.9937434,48.8519764,48.4919009,86.20689934,57.03421875,76.02394971,95.60229492,85.76329366,113.4108306,224.3683632,215.0958172,205.1783009,261.8562649,249.0421536,332.6996094,171.0538868,411.0898682,409.7579586,274.0761738,399.9609954,488.85413,576.4533215,417.0303477,469.3486742,380.228125,456.1436983,764.8183594,571.755291,642.6613731,10251,10228,10235,10311,10440,10520,10523,10460,10494,10581
Keelesdale-Eglinton West,110,110,31800,11390,790,0.069359087,1.0468668,972.5016767,1.132085293,Portuguese,0.422485727,0.577514273,11385,570,490,555,610,655,845,915,890,810,725,740,810,845,610,460,260,290,185,75,35,10,41.9,41.2,43720,37760,40160,42800,11610,6860,9530,33200,31000,29600,34800,9700,6000,8000,0.591790194,0.408209806,848000,850000,1282,1210,623.135,551.4706,478.7188,526.0888,662.7581,504.838,705.8823,632.2178,880.2817,935.7506714,157.9779,122.549,139.2636,250.1078,195.4287,277.6609,193.2773,202.3097,202.3097,284.0671692,26.32965,35.014,26.11193,51.74644,25.4907,16.82793,42.01681,16.85914,16.85914,16.70983315,201.8606,175.07,121.8557,120.7417,263.4039,151.4514,193.2773,227.5984,142.5218,242.2925873,8.776549061,0,0,9,0,8.413967,0,25.28871,0,8.354916573,307.1792,243.7114,206.9858,169.938,92.55364,92.43697,59.007,92.21999,175.07,217.2278442,17.5531,43.76751,8.703978,25.87322,42.48449,0,16.80672,16.85914,0,8.354916573,157.9779,148.8095,104.4477,189.737,178.4349,244.0051,260.5042,286.6054,150.9054,192.1630859,8.776549,17.507,0,34.49763,25.4907,75.72571,33.61345,8.429571,0,25.06475067,78.9889449,52.52100772,60.92784479,17.24881332,76.4720905,42.06983693,67.22688802,75.86614014,58.68544515,50.12950025,201.860637,236.3445348,104.4477339,181.1125398,220.9193726,260.832989,235.2941081,244.4575627,201.2072405,175.4532509,588.0288121,297.6190438,417.7909357,405.347113,297.3914631,370.214565,537.8151042,455.1968408,326.9617658,384.3261686,11394,11424,11489,11595,11769,11885,11900,11863,11928,11969
Rockcliffe-Smythe,111,111,32400,22235,1945,0.087474702,1.01092098,831.6543062,1.149008225,Portuguese,0.477742806,0.522032374,22245,1115,1040,1170,1145,1280,1500,1620,1670,1545,1355,1430,1775,1495,1235,1115,745,520,320,110,45,15,42.2,42,43840,37960,39360,41920,12390,6800,9870,34400,32000,28400,33200,11700,5960,10000,0.561704483,0.438295517,825000,800000,1111,1100,580.7151,591.9735,619.168,489.3893,565.6011,630.2163,537.4739,596.7714,750.2036,767.4924316,208.0173,178.4626,148.2515,216.544,227.0974,161.8123,264.4713,201.786,201.786,319.7885132,47.67064,56.5857,39.24305,51.97055,25.70914,21.29109,4.265666,47.22652,47.22652,51.16616058,160.3467,165.4044,165.6929,160.2425,102.8366,183.1034,157.8296,150.2662,141.467,225.9838867,0,9,0,0,0,4.258218,8.531331,4.29332,0,0,169.0141,265.9807,203.5513,81.41229,38.32397,59.71932,68.69312,81.45068,161.0516,85.27693939,8.667389,26.11648,13.08101,4.330879,17.13943,25.54931,21.32833,51.51984,30.00814,34.11077499,221.0184,235.0483,183.1342,251.191,321.3643,306.5917,281.5339,180.3194,218.6308,396.5377502,30.33586,13.05824,17.44135,43.30879,64.27286,38.32397,17.06266,21.4666,51.44254,46.90231705,56.33803092,47.88021042,52.32405886,69.29406631,111.4062842,76.64792942,68.25065105,94.45303103,38.58190076,51.16616211,251.3542918,208.9318273,305.2236767,220.8748364,308.5097102,302.3334994,311.3935954,330.5856086,295.7945725,298.469279,624.0520348,513.6240755,662.7714122,476.3967059,548.461707,447.1129216,486.2858887,356.3455261,462.9828091,511.6616211,23075,22974,22934,23090,23338,23484,23443,23292,23327,23453
Beechborough-Greenbrook,112,112,30400,6260,1000,0.159744409,1.048013199,1048.398679,0.943678402,Portuguese,0.422523962,0.576677316,6260,290,325,415,355,450,440,420,480,435,400,475,465,390,310,230,165,90,85,30,10,0,40.2,39.6,41880,36280,36520,39400,12980,6240,9960,34000,31400,26000,29600,11800,5480,10000,0.33463035,0.66536965,970000,900000,1102,1060,903.0704,1014.229,940.1061,928.2827,691.7869,974.262,679.6818,824.1758,1019.675,1161.966797,150.5117,105.9643,136.467,134.7507,161.9076,189.0359,216.9197,260.2661,260.2661,325.9175415,15.05117,75.68877,15.163,0,14.71887,14.54122,0,0,0,42.51098251,301.0235,227.0663,166.793,239.5568,367.9717,159.9535,101.2292,101.2146,186.7011,340.0878601,0,0,0,0,0,0,0,28.91845,0,14.17032719,240.8188,197.119,134.7507,191.3453,174.4947,57.84526,187.9699,28.72325,166.5153,170.0439301,15.05117,60.55101,15.163,14.9723,0,72.70612,14.46132,72.29613,28.72325,70.85163879,135.4606,257.3418,121.304,254.5291,176.6264,101.7886,303.6876,187.9699,129.2546,170.0439301,30.10235,75.68877,60.65201,29.9446,0,29.08245,28.92263,0,28.72325,99.19229126,75.25586955,90.82652167,60.65200904,89.83380521,44.15660842,116.3297939,72.30657699,57.83690121,43.08487637,56.68130717,210.7164347,287.6173186,348.749052,494.0859286,574.0359094,261.7420363,318.1489388,592.8282374,416.4871383,495.9614377,1520.168565,1271.571303,727.8241085,1392.423981,1015.601994,828.8497815,968.9081317,939.8496447,1091.483535,736.8569932,6644,6606,6595,6679,6794,6877,6915,6916,6963,7057
